Unnamed: 0,Unnamed: 0.1,2021-06-15 15:56:43.573872,2021-06-15 17:07:16.845472,2021-06-17 10:04:51.761535,2021-06-17 15:06:54.435611,2021-06-17 16:06:59.608266,2021-06-17 19:45:02.499830,2021-06-17 21:10:06.262513,2021-06-17 23:10:07.102035,2021-06-18 01:10:03.029725,2021-06-18 03:10:02.419875,2021-06-18 05:10:01.810628,2021-06-18 07:10:02.976842,2021-06-18 09:10:01.973464,2021-06-18 11:10:02.067328,2021-06-18 13:10:02.060030,2021-06-18 15:10:01.956353,2021-06-18 17:10:03.482338,2021-06-18 19:10:02.772944,2021-06-18 21:10:07.201125,2021-06-18 23:10:03.257887,2021-06-19 01:11:22.906182,2021-06-19 03:10:14.368458,2021-06-19 05:10:02.845975,2021-06-19 07:10:01.868241,2021-06-19 09:10:39.028580,2021-06-19 11:10:02.287519,2021-06-19 13:10:16.383743,2021-06-19 15:10:02.852215
86,86,"87, дора,   Втюрилась","87, дора,   Втюрилась","87, Basstrologe, LIZOT,   Somebody To Love LIZOT Remix","87, Minelli, KEAN DYSSO,   Rampampam Kean Dysso Remix","87, Клава Кока,   Пьяную домой","87, Клава Кока,   Пьяную домой ","87, Manizha,   RUSSIAN WOMAN Россия на «Евровидении-2021»","87, Лилу45,   Восемь ","87, Клава Кока,   Покинула чат ","87, Клава Кока,   Покинула чат ","87, Manizha,   RUSSIAN WOMAN Россия на «Евровидении-2021»","87, Minelli, KEAN DYSSO,   Rampampam Kean Dysso Remix","87, Лилу45,   Восемь ","87, Manizha,   RUSSIAN WOMAN Россия на «Евровидении-2021»","87, GAYAZOV$ BROTHER$,   Я, ТЫ и МОРЕ ","87, Nikitata,   ПОЛЮБИ МЕНЯ СИЛЬНЕЙ ","87, Nikitata,   ПОЛЮБИ МЕНЯ СИЛЬНЕЙ ","87, Zivert,   ЯТЛ ","87, Beatmount, ONEIL,   Heads Will Roll ","87, Artik & Asti,   Все мимо ","87, Artik & Asti,   Все мимо ","87, GAYAZOV$ BROTHER$,   Увезите меня на Дип-хаус ","87, Else,   Paris ","87, Zivert,   Credo ","87, Zivert,   Credo ","87, Zivert,   Credo ","87, Maroon 5,   Lost ","87, Skrillex, Noisia, Dylan Brady, Josh Pan,   Supersonic (My Existence) "
87,87,"88, Лилу45,   Восемь","88, Лилу45,   Восемь","88, Клава Кока,   Пьяную домой","88, Клава Кока,   Пьяную домой","88, Лилу45,   Восемь","88, Лилу45,   Восемь ","88, Лилу45,   Восемь ","88, Manizha,   RUSSIAN WOMAN Россия на «Евровидении-2021»","88, Manizha,   RUSSIAN WOMAN Россия на «Евровидении-2021»","88, Minelli, Robert Cristian, Robert Christian,   Rampampam Robert Cristian Remix","88, Minelli, Robert Cristian, Robert Christian,   Rampampam Robert Cristian Remix","88, Лилу45,   Восемь ","88, Imagine Dragons,   Follow You ","88, Тайпан, Agunda,   Луна не знает пути ","88, Максим Круженков, Hi-Fi,   Седьмой лепесток ","88, Maroon 5,   Lost ","88, Maroon 5,   Lost ","88, HENSY,   Поболело и прошло ","88, DOROFEEVA,   gorit ","88, Nikitata,   ПОЛЮБИ МЕНЯ СИЛЬНЕЙ ","88, Nikitata,   ПОЛЮБИ МЕНЯ СИЛЬНЕЙ ","88, Nessa Barrett, jxdn,   la di die ","88, Zivert,   Credo ","88, Else,   Paris ","88, Zivert,   ЯТЛ ","88, LOBODA,   moLOko (Remake) ","88, Zivert,   ЯТЛ ","88, Timran, ZELL, Batrai, Aslai,   Не пускайте танцевать "
88,88,"89, Клава Кока,   Пьяную домой","89, Клава Кока,   Пьяную домой","89, Тайпан, Agunda,   Луна не знает пути","89, Тайпан, Agunda,   Луна не знает пути","89, Анет Сай,   СЛЁЗЫ OST «Пацанки»","89, Клава Кока,   Покинула чат ","89, Nikitata,   ПОЛЮБИ МЕНЯ СИЛЬНЕЙ ","89, Клава Кока,   Покинула чат ","89, Imagine Dragons,   Follow You ","89, Imagine Dragons,   Follow You ","89, Imagine Dragons,   Follow You ","89, Imagine Dragons,   Follow You ","89, Тайпан, Agunda,   Луна не знает пути ","89, GAYAZOV$ BROTHER$,   Я, ТЫ и МОРЕ ","89, Imagine Dragons,   Follow You ","89, Клава Кока,   Покинула чат ","89, Клава Кока,   Покинула чат ","89, GAYAZOV$ BROTHER$,   Увезите меня на Дип-хаус ","89, HENSY,   Поболело и прошло ","89, DOROFEEVA,   gorit ","89, DOROFEEVA,   gorit ","89, Zivert,   Credo ","89, Zivert,   ЯТЛ ","89, Zivert,   ЯТЛ ","89, VAVAN, Руки Вверх!,   Ай-яй-яй ","89, DOROFEEVA,   gorit ","89, DOROFEEVA,   gorit ","89, MORGENSHTERN,   Cristal & МОЁТ "
89,89,"90, PIZZA,   Улыбка","90, PIZZA,   Улыбка","90, Minelli, KEAN DYSSO,   Rampampam Kean Dysso Remix","90, Basstrologe, LIZOT,   Somebody To Love LIZOT Remix","90, Тайпан, Agunda,   Луна не знает пути","90, Анет Сай,   СЛЁЗЫ OST «Пацанки»","90, Клава Кока,   Покинула чат ","90, Imagine Dragons,   Follow You ","90, Лилу45,   Восемь ","90, Тайпан, Agunda,   Луна не знает пути ","90, Лилу45,   Восемь ","90, Тайпан, Agunda,   Луна не знает пути ","90, Анет Сай,   СЛЁЗЫ OST «Пацанки»","90, Minelli, Robert Cristian, Robert Christian,   Rampampam Robert Cristian Remix","90, Клава Кока,   Пьяную домой ","90, GAYAZOV$ BROTHER$,   Я, ТЫ и МОРЕ ","90, GAYAZOV$ BROTHER$,   Я, ТЫ и МОРЕ ","90, Basstrologe,   Somebody To Love ","90, LOBODA,   moLOko (Remake) ","90, Zivert,   ЯТЛ ","90, Zivert,   ЯТЛ ","90, Zivert,   ЯТЛ ","90, Nessa Barrett, jxdn,   la di die ","90, Nessa Barrett, jxdn,   la di die ","90, Else,   Paris ","90, Zivert,   ЯТЛ ","90, MORGENSHTERN,   Cristal & МОЁТ ","90, Клава Кока,   Покинула чат "
90,90,"91, Тайпан, Agunda,   Луна не знает пути","91, Тайпан, Agunda,   Луна не знает пути","91, Анет Сай,   СЛЁЗЫ OST «Пацанки»","91, Анет Сай,   СЛЁЗЫ OST «Пацанки»","91, Клава Кока,   Покинула чат","91, Тайпан, Agunda,   Луна не знает пути ","91, Тайпан, Agunda,   Луна не знает пути ","91, Тайпан, Agunda,   Луна не знает пути ","91, Тайпан, Agunda,   Луна не знает пути ","91, Лилу45,   Восемь ","91, Тайпан, Agunda,   Луна не знает пути ","91, Minelli, Robert Cristian, Robert Christian,   Rampampam Robert Cristian Remix","91, GAYAZOV$ BROTHER$,   Я, ТЫ и МОРЕ ","91, Minelli, KEAN DYSSO,   Rampampam Kean Dysso Remix","91, Тайпан, Agunda,   Луна не знает пути ","91, PIZZA,   Улыбка ","91, PIZZA,   Улыбка ","91, Timran, ZELL, Batrai, Aslai,   Не пускайте танцевать ","91, GAYAZOV$ BROTHER$,   Увезите меня на Дип-хаус ","91, Zivert,   Credo ","91, Zivert,   Credo ","91, DOROFEEVA,   gorit ","91, DOROFEEVA,   gorit ","91, DOROFEEVA,   gorit ","91, DOROFEEVA,   gorit ","91, Else,   Paris ","91, Else,   Paris ","91, Nessa Barrett, jxdn,   la di die "
91,91,"92, Galibri & Mavik,   Федерико Феллини","92, Galibri & Mavik,   Федерико Феллини","92, Клава Кока,   Покинула чат","92, Клава Кока,   Покинула чат","92, Basstrologe, LIZOT,   Somebody To Love LIZOT Remix","92, Nikitata,   ПОЛЮБИ МЕНЯ СИЛЬНЕЙ ","92, Анет Сай,   СЛЁЗЫ OST «Пацанки»","92, Анет Сай,   СЛЁЗЫ OST «Пацанки»","92, Анет Сай,   СЛЁЗЫ OST «Пацанки»","92, Анет Сай,   СЛЁЗЫ OST «Пацанки»","92, Анет Сай,   СЛЁЗЫ OST «Пацанки»","92, Анет Сай,   СЛЁЗЫ OST «Пацанки»","92, Minelli, KEAN DYSSO,   Rampampam Kean Dysso Remix","92, Nikitata,   ПОЛЮБИ МЕНЯ СИЛЬНЕЙ ","92, Minelli, Robert Cristian, Robert Christian,   Rampampam Robert Cristian Remix","92, Клава Кока,   Пьяную домой ","92, Клава Кока,   Пьяную домой ","92, MORGENSHTERN,   Cristal & МОЁТ ","92, Basstrologe,   Somebody To Love ","92, GAYAZOV$ BROTHER$,   Увезите меня на Дип-хаус ","92, GAYAZOV$ BROTHER$,   Увезите меня на Дип-хаус ","92, VAVAN, Руки Вверх!,   Ай-яй-яй ","92, VAVAN, Руки Вверх!,   Ай-яй-яй ","92, VAVAN, Руки Вверх!,   Ай-яй-яй ","92, Nessa Barrett, jxdn,   la di die ","92, MORGENSHTERN,   Cristal & МОЁТ ","92, Nessa Barrett, jxdn,   la di die ","92, Else,   Paris "
92,92,"93, Анет Сай,   СЛЁЗЫ OST «Пацанки»","93, Анет Сай,   СЛЁЗЫ OST «Пацанки»","93, GAYAZOV$ BROTHER$,   Я, ТЫ и МОРЕ","93, Nikitata,   ПОЛЮБИ МЕНЯ СИЛЬНЕЙ","93, Nikitata,   ПОЛЮБИ МЕНЯ СИЛЬНЕЙ","93, Basstrologe, LIZOT,   Somebody To Love LIZOT Remix","93, Imagine Dragons,   Follow You ","93, Nikitata,   ПОЛЮБИ МЕНЯ СИЛЬНЕЙ ","93, GAYAZOV$ BROTHER$,   Я, ТЫ и МОРЕ ","93, GAYAZOV$ BROTHER$,   Я, ТЫ и МОРЕ ","93, GAYAZOV$ BROTHER$,   Я, ТЫ и МОРЕ ","93, GAYAZOV$ BROTHER$,   Я, ТЫ и МОРЕ ","93, Nikitata,   ПОЛЮБИ МЕНЯ СИЛЬНЕЙ ","93, Анет Сай,   СЛЁЗЫ OST «Пацанки»","93, Intelligency,   August ","93, Imagine Dragons,   Follow You ","93, Imagine Dragons,   Follow You ","93, VAVAN, Руки Вверх!,   Ай-яй-яй ","93, Timran, ZELL, Batrai, Aslai,   Не пускайте танцевать ","93, Леонид Руденко, АРИТМИЯ,   Гудбай 21 ","93, Леонид Руденко, АРИТМИЯ,   Гудбай 21 ","93, Леонид Руденко, АРИТМИЯ,   Гудбай 21 ","93, MORGENSHTERN,   Cristal & МОЁТ ","93, MORGENSHTERN,   Cristal & МОЁТ ","93, MORGENSHTERN,   Cristal & МОЁТ ","93, Nessa Barrett, jxdn,   la di die ","93, Timran, ZELL, Batrai, Aslai,   Не пускайте танцевать ","93, HENSY,   Поболело и прошло "
93,93,"94, GAYAZOV$ BROTHER$,   Я, ТЫ и МОРЕ","94, GAYAZOV$ BROTHER$,   Я, ТЫ и МОРЕ","94, Imagine Dragons,   Follow You","94, GAYAZOV$ BROTHER$,   Я, ТЫ и МОРЕ","94, Imagine Dragons,   Follow You","94, Imagine Dragons,   Follow You ","94, GAYAZOV$ BROTHER$,   Я, ТЫ и МОРЕ ","94, Tommee Profitt, Fleurie, Mellen Gi,   In The End Mellen Gi Remix","94, Tommee Profitt, Fleurie, Mellen Gi,   In The End Mellen Gi Remix","94, Tommee Profitt, Fleurie, Mellen Gi,   In The End Mellen Gi Remix","94, Tommee Profitt, Fleurie, Mellen Gi,   In The End Mellen Gi Remix","94, Tommee Profitt, Fleurie, Mellen Gi,   In The End Mellen Gi Remix","94, Tommee Profitt, Fleurie, Mellen Gi,   In The End Mellen Gi Remix","94, Tommee Profitt, Fleurie, Mellen Gi,   In The End Mellen Gi Remix","94, Лилу45,   Восемь ","94, Тайпан, Agunda,   Луна не знает пути ","94, Тайпан, Agunda,   Луна не знает пути ","94, дора,   Втюрилась ","94, ELMAN,   ДРУГ ","94, HENSY,   Поболело и прошло ","94, HENSY,   Поболело и прошло ","94, Nikitata,   ПОЛЮБИ МЕНЯ СИЛЬНЕЙ ","94, Леонид Руденко, АРИТМИЯ,   Гудбай 21 ","94, HENSY,   Поболело и прошло ","94, Леонид Руденко, АРИТМИЯ,   Гудбай 21 ","94, HENSY,   Поболело и прошло ","94, HENSY,   Поболело и прошло ","94, Тима Белорусских,   Под Звездопадом "
94,94,"95, Zivert, Баста,   неболей","95, Zivert, Баста,   неболей","95, Nikitata,   ПОЛЮБИ МЕНЯ СИЛЬНЕЙ","95, Imagine Dragons,   Follow You","95, GAYAZOV$ BROTHER$,   Я, ТЫ и МОРЕ","95, GAYAZOV$ BROTHER$,   Я, ТЫ и МОРЕ ","95, Tommee Profitt, Fleurie, Mellen Gi,   In The End Mellen Gi Remix","95, GAYAZOV$ BROTHER$,   Я, ТЫ и МОРЕ ","95, Nikitata,   ПОЛЮБИ МЕНЯ СИЛЬНЕЙ ","95, Nikitata,   ПОЛЮБИ МЕНЯ СИЛЬНЕЙ ","95, Nikitata,   ПОЛЮБИ МЕНЯ СИЛЬНЕЙ ","95, Nikitata,   ПОЛЮБИ МЕНЯ СИЛЬНЕЙ ","95, Minelli, Robert Cristian, Robert Christian,   Rampampam Robert Cristian Remix","95, Intelligency,   August ","95, Manizha,   RUSSIAN WOMAN Россия на «Евровидении-2021»","95, Skrillex, Noisia, Dylan Brady, Josh Pan,   Supersonic (My Existence) ","95, Skrillex, Noisia, Dylan Brady, Josh Pan,   Supersonic (My Existence) ","95, GAYAZOV$ BROTHER$,   Я, ТЫ и МОРЕ ","95, Agunda, Тайпан,   Битмейкер ","95, Slider & Magnit,   Down Low ","95, Slider & Magnit,   Down Low ","95, HENSY,   Поболело и прошло ","95, HENSY,   Поболело и прошло ","95, Леонид Руденко, АРИТМИЯ,   Гудбай 21 ","95, Nikitata,   ПОЛЮБИ МЕНЯ СИЛЬНЕЙ ","95, Nikitata,   ПОЛЮБИ МЕНЯ СИЛЬНЕЙ ","95, Клава Кока,   Покинула чат ","95, Maroon 5,   Lost "
95,95,"96, Minelli, KEAN DYSSO,   Rampampam Kean Dysso Remix","96, Minelli, KEAN DYSSO,   Rampampam Kean Dysso Remix","96, Tommee Profitt, Fleurie, Mellen Gi,   In The End Mellen Gi Remix","96, Tommee Profitt, Fleurie, Mellen Gi,   In The End Mellen Gi Remix","96, Tommee Profitt, Fleurie, Mellen Gi,   In The End Mellen Gi Remix","96, Tommee Profitt, Fleurie, Mellen Gi,   In The End Mellen Gi Remix","96, Zivert, Баста,   неболей ","96, Zivert, Баста,   неболей ","96, Zivert, Баста,   неболей ","96, Zivert, Баста,   неболей ","96, Zivert, Баста,   неболей ","96, Intelligency,   August ","96, Intelligency,   August ","96, Асия,   Как ты там ","96, Minelli, KEAN DYSSO,   Rampampam Kean Dysso Remix","96, Minelli, Robert Cristian, Robert Christian,   Rampampam Robert Cristian Remix","96, Minelli, Robert Cristian, Robert Christian,   Rampampam Robert Cristian Remix","96, Beatmount, ONEIL,   Heads Will Roll ","96, MORGENSHTERN,   Cristal & МОЁТ ","96, VAVAN, Руки Вверх!,   Ай-яй-яй ","96, VAVAN, Руки Вверх!,   Ай-яй-яй ","96, MORGENSHTERN,   Cristal & МОЁТ ","96, Nikitata,   ПОЛЮБИ МЕНЯ СИЛЬНЕЙ ","96, Nikitata,   ПОЛЮБИ МЕНЯ СИЛЬНЕЙ ","96, HENSY,   Поболело и прошло ","96, Slider & Magnit,   Down Low ","96, 10AGE,   Пушка ","96, Клава Кока,   Пьяную домой "
96,96,"97, MORGENSHTERN,   Cristal & МОЁТ","97, MORGENSHTERN,   Cristal & МОЁТ","97, Two Feet,   Fire In My Head","97, Slider & Magnit,   Down Low","97, Zivert, Баста,   неболей","97, Zivert, Баста,   неболей ","97, Basstrologe, LIZOT,   Somebody To Love LIZOT Remix","97, Intelligency,   August ","97, Intelligency,   August ","97, Intelligency,   August ","97, Intelligency,   August ","97, Zivert, Баста,   неболей ","97, Zivert, Баста,   неболей ","97, Zivert, Баста,   неболей ","97, Анет Сай,   СЛЁЗЫ OST «Пацанки»","97, Intelligency,   August ","97, Intelligency,   August ","97, Клава Кока,   Покинула чат ","97, VAVAN, Руки Вверх!,   Ай-яй-яй ","97, Timran, ZELL, Batrai, Aslai,   Не пускайте танцевать ","97, Timran, ZELL, Batrai, Aslai,   Не пускайте танцевать ","97, Timran, ZELL, Batrai, Aslai,   Не пускайте танцевать ","97, Slider & Magnit,   Down Low ","97, Timran, ZELL, Batrai, Aslai,   Не пускайте танцевать ","97, Slider & Magnit,   Down Low ","97, Timran, ZELL, Batrai, Aslai,   Не пускайте танцевать ","97, Slider & Magnit,   Down Low ","97, Тайпан, Agunda,   Луна не знает пути "
97,97,"98, Minelli, Robert Cristian, Robert Christian,   Rampampam Robert Cristian Remix","98, Minelli, Robert Cristian, Robert Christian,   Rampampam Robert Cristian Remix","98, Slider & Magnit,   Down Low","98, HEDEGAARD,   P.I.M.P. HEDEGAARD Remix","98, HEDEGAARD,   P.I.M.P. HEDEGAARD Remix","98, HEDEGAARD,   P.I.M.P. HEDEGAARD Remix","98, Intelligency,   August ","98, Basstrologe, LIZOT,   Somebody To Love LIZOT Remix","98, Basstrologe, LIZOT,   Somebody To Love LIZOT Remix","98, Basstrologe, LIZOT,   Somebody To Love LIZOT Remix","98, Basstrologe, LIZOT,   Somebody To Love LIZOT Remix","98, Basstrologe, LIZOT,   Somebody To Love LIZOT Remix","98, Basstrologe, LIZOT,   Somebody To Love LIZOT Remix","98, Basstrologe, LIZOT,   Somebody To Love LIZOT Remix","98, Tommee Profitt, Fleurie, Mellen Gi,   In The End Mellen Gi Remix","98, Лилу45,   Восемь ","98, Лилу45,   Восемь ","98, Slider & Magnit,   Down Low ","98, Slider & Magnit,   Down Low ","98, Basstrologe,   Somebody To Love ","98, Basstrologe,   Somebody To Love ","98, Slider & Magnit,   Down Low ","98, Timran, ZELL, Batrai, Aslai,   Не пускайте танцевать ","98, Slider & Magnit,   Down Low ","98, Timran, ZELL, Batrai, Aslai,   Не пускайте танцевать ","98, 10AGE,   Пушка ","98, Тайпан, Agunda,   Луна не знает пути ","98, GAYAZOV$ BROTHER$,   Я, ТЫ и МОРЕ "
98,98,"99, Артур Пирожков,   ",,,,,"99, Артур Пирожков,   #туДЫМ-сюДЫМ ","99, Артур Пирожков,   #туДЫМ-сюДЫМ ","99, Артур Пирожков,   #туДЫМ-сюДЫМ ","99, Артур Пирожков,   #туДЫМ-сюДЫМ ","99, Артур Пирожков,   #туДЫМ-сюДЫМ ","99, Артур Пирожков,   #туДЫМ-сюДЫМ ","99, Артур Пирожков,   #туДЫМ-сюДЫМ ","99, Артур Пирожков,   #туДЫМ-сюДЫМ ","99, Two Feet,   Fire In My Head ","99, Zivert, Баста,   неболей ","99, Manizha,   RUSSIAN WOMAN Россия на «Евровидении-2021»","99, Manizha,   RUSSIAN WOMAN Россия на «Евровидении-2021»","99, LOBODA,   moLOko (Remake) ","99, дора,   Втюрилась ","99, MORGENSHTERN,   Cristal & МОЁТ ","99, MORGENSHTERN,   Cristal & МОЁТ ","99, Клава Кока,   Покинула чат ","99, Клава Кока,   Покинула чат ","99, Клава Кока,   Покинула чат ","99, Клава Кока,   Покинула чат ","99, Клава Кока,   Покинула чат ","99, Клава Кока,   Пьяную домой ","99, Скриптонит, bludkidd,   Тремор "
99,99,"100, Intelligency,   August","100, Intelligency,   August","100, HEDEGAARD,   P.I.M.P. HEDEGAARD Remix","100, Артур Пирожков,   ",,"100, Slider & Magnit,   Down Low ","100, HEDEGAARD,   P.I.M.P. HEDEGAARD Remix","100, HEDEGAARD,   P.I.M.P. HEDEGAARD Remix","100, HEDEGAARD,   P.I.M.P. HEDEGAARD Remix","100, Cream Soda, Хлеб,   Плачу на техно ","100, Король и Шут,   Дурак и молния ","100, Cream Soda, Хлеб,   Плачу на техно ","100, MORGENSHTERN, Тимати,   El Problema ","100, Король и Шут,   Дурак и молния ","100, Maroon 5,   Lost ","100, Анет Сай,   СЛЁЗЫ OST «Пацанки»","100, Анет Сай,   СЛЁЗЫ OST «Пацанки»","100, Клава Кока,   Пьяную домой ","100, GAYAZOV$ BROTHER$,   Я, ТЫ и МОРЕ ","100, Клава Кока,   Покинула чат ","100, Клава Кока,   Покинула чат ","100, Basstrologe,   Somebody To Love ","100, Basstrologe,   Somebody To Love ","100, Basstrologe,   Somebody To Love ","100, Basstrologe,   Somebody To Love ","100, Леонид Руденко, АРИТМИЯ,   Гудбай 21 ","100, Nikitata,   ПОЛЮБИ МЕНЯ СИЛЬНЕЙ ","100, дора,   Втюрилась "
